0.920493 0.788235
0.881299 0.741176
0.973124 0.882353
0.417693 0.258824
0.950728 0.835294
0.197088 0.0705882
0.791713 0.623529
0.835386 0.705882
0.830907 0.670588
0.977604 0.952941
0.745801 0.588235
0.592385 0.435294
0.730123 0.576471
0.653975 0.505882
0.631579 0.482353
0.258679 0.117647
0.684211 0.541176
0.522956 0.364706
0.243001 0.0823529
0.132139 0.0235294
0.861142 0.717647
0.456887 0.305882
0.577828 0.4
0.25308 0.0941176
0.307951 0.129412
0.0694289 0.0117647
0.660694 0.529412
0.618141 0.470588
0.369541 0.176471
0.690929 0.552941
0.18813 0.0470588
0.883539 0.764706
0.31467 0.141176
0 0
0.44009 0.282353
0.385218 0.223529
0.530795 0.388235
0.475924 0.317647
