0.475924 0.317647
0.44009 0.258824
0.369541 0.176471
0.791713 0.623529
0.835386 0.705882
0.378499 0.211765
0.592385 0.435294
0.745801 0.588235
0.881299 0.741176
0.730123 0.576471
0.920493 0.788235
0.132139 0.0235294
0.617021 0.447059
0.197088 0.0705882
0.830907 0.670588
0.243001 0.0823529
0.258679 0.117647
0.526316 0.352941
0.307951 0.129412
0.31467 0.141176
0.950728 0.835294
0.577828 0.4
0.768197 0.611765
0.701008 0.541176
0.678611 0.494118
0.25308 0.0941176
0.470325 0.305882
0.18813 0.0470588
0 0
0.462486 0.294118
0.402016 0.223529
0.973124 0.882353
0.62262 0.470588
0.861142 0.717647
0.977604 0.952941
