0.830907 0.670588
0.883539 0.764706
0.745801 0.588235
0.950728 0.835294
0.920493 0.788235
0.197088 0.0705882
0.861142 0.717647
0.243001 0.0823529
0.729003 0.564706
0.18701 0.0588235
0.132139 0.0235294
0.791713 0.623529
0.258679 0.117647
0.521837 0.352941
0.835386 0.705882
0.25308 0.0941176
0.31355 0.152941
0.798432 0.658824
0.977604 0.952941
0.973124 0.882353
0.378499 0.211765
0.44009 0.258824
0.0694289 0.0117647
0.400896 0.235294
0.496081 0.305882
0.881299 0.741176
0.307951 0.129412
0.609183 0.435294
0.554311 0.4
0.646137 0.505882
0 0
0.584546 0.411765
0.639418 0.447059
0.768197 0.611765
0.385218 0.223529
0.369541 0.176471
0.708847 0.541176
0.673012 0.529412
